2023-04-13 13:31:43,616 - job0 - Model name: alexnet
2023-04-13 13:33:37,228 - job0 - wrk_cp_t | 5.59 ms
2023-04-13 13:33:37,501 - job0 - wrk_cp_t | 5.67 ms
2023-04-13 13:33:37,750 - job0 - wrk_cp_t | 8.17 ms
2023-04-13 13:33:38,013 - job0 - wrk_cp_t | 7.16 ms
2023-04-13 13:33:38,217 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:38,597 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:33:38,782 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:33:39,038 - job0 - wrk_cp_t | 7.48 ms
2023-04-13 13:33:39,203 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:33:39,549 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:33:39,753 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:33:40,122 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:33:40,358 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:33:40,668 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:33:40,879 - job0 - wrk_cp_t | 5.10 ms
2023-04-13 13:33:41,155 - job0 - wrk_cp_t | 4.67 ms
2023-04-13 13:33:41,391 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:33:41,702 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:33:42,080 - job0 - wrk_cp_t | 5.64 ms
2023-04-13 13:33:42,379 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:33:42,733 - job0 - wrk_cp_t | 5.54 ms
2023-04-13 13:33:43,033 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:33:43,230 - job0 - wrk_cp_t | 6.05 ms
2023-04-13 13:33:43,476 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:33:43,708 - job0 - wrk_cp_t | 5.88 ms
2023-04-13 13:33:43,905 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:33:44,197 - job0 - wrk_cp_t | 5.63 ms
2023-04-13 13:33:44,499 - job0 - wrk_cp_t | 6.20 ms
2023-04-13 13:33:45,688 - job0 - wrk_cp_t | 5.82 ms
2023-04-13 13:33:46,865 - job0 - wrk_cp_t | 5.63 ms
2023-04-13 13:33:48,068 - job0 - wrk_cp_t | 6.03 ms
2023-04-13 13:33:49,225 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:33:50,435 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:33:51,642 - job0 - wrk_cp_t | 6.24 ms
2023-04-13 13:33:52,821 - job0 - wrk_cp_t | 5.56 ms
2023-04-13 13:33:54,004 - job0 - wrk_cp_t | 6.60 ms
2023-04-13 13:33:55,201 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:33:56,395 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:33:57,604 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:33:58,787 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:33:59,966 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:34:01,127 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:34:02,353 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:34:03,504 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:34:04,718 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:34:05,929 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:34:07,117 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:34:08,261 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:34:09,461 - job0 - wrk_cp_t | 5.13 ms
2023-04-13 13:34:10,658 - job0 - wrk_cp_t | 5.16 ms
2023-04-13 13:34:11,841 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:34:13,036 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:34:14,217 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:34:15,408 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:34:16,620 - job0 - wrk_cp_t | 6.45 ms
2023-04-13 13:34:17,840 - job0 - wrk_cp_t | 6.49 ms
2023-04-13 13:34:19,043 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:34:20,232 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:34:21,436 - job0 - wrk_cp_t | 5.28 ms
2023-04-13 13:34:22,616 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:34:23,801 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:34:25,016 - job0 - wrk_cp_t | 6.33 ms
2023-04-13 13:34:26,190 - job0 - wrk_cp_t | 6.38 ms
2023-04-13 13:34:27,380 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:34:28,585 - job0 - wrk_cp_t | 5.26 ms
2023-04-13 13:34:29,757 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:34:30,968 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:34:32,170 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:34:33,345 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:34:34,547 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:34:35,747 - job0 - wrk_cp_t | 6.02 ms
2023-04-13 13:34:36,921 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:34:38,097 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:34:39,283 - job0 - wrk_cp_t | 5.16 ms
2023-04-13 13:34:40,468 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:34:41,664 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:34:42,865 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:34:44,094 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:34:45,307 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:34:46,467 - job0 - wrk_cp_t | 5.08 ms
2023-04-13 13:34:47,667 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:34:48,896 - job0 - wrk_cp_t | 6.44 ms
2023-04-13 13:34:50,123 - job0 - wrk_cp_t | 6.54 ms
2023-04-13 13:34:51,311 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:34:52,508 - job0 - wrk_cp_t | 4.79 ms
2023-04-13 13:34:53,716 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:34:54,903 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:34:56,121 - job0 - wrk_cp_t | 5.26 ms
2023-04-13 13:34:57,294 - job0 - wrk_cp_t | 5.11 ms
2023-04-13 13:34:58,474 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:34:59,706 - job0 - wrk_cp_t | 9.77 ms
2023-04-13 13:35:00,854 - job0 - wrk_cp_t | 5.07 ms
2023-04-13 13:35:02,056 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:35:03,234 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:35:04,429 - job0 - wrk_cp_t | 5.23 ms
2023-04-13 13:35:05,640 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:35:06,842 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:35:08,041 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:35:09,233 - job0 - wrk_cp_t | 4.74 ms
2023-04-13 13:35:10,423 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:35:11,622 - job0 - wrk_cp_t | 6.29 ms
2023-04-13 13:35:12,855 - job0 - wrk_cp_t | 6.72 ms
2023-04-13 13:35:14,039 - job0 - wrk_cp_t | 5.06 ms
2023-04-13 13:35:15,239 - job0 - wrk_cp_t | 5.05 ms
2023-04-13 13:35:16,411 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:35:17,612 - job0 - wrk_cp_t | 5.64 ms
2023-04-13 13:35:18,781 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:35:19,974 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:35:21,142 - job0 - wrk_cp_t | 5.27 ms
2023-04-13 13:35:22,339 - job0 - wrk_cp_t | 5.19 ms
2023-04-13 13:35:23,538 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:35:24,714 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:35:25,904 - job0 - wrk_cp_t | 6.72 ms
2023-04-13 13:35:27,066 - job0 - wrk_cp_t | 4.71 ms
2023-04-13 13:35:28,262 - job0 - wrk_cp_t | 4.79 ms
2023-04-13 13:35:29,463 - job0 - wrk_cp_t | 5.40 ms
2023-04-13 13:35:30,642 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:35:31,868 - job0 - wrk_cp_t | 6.37 ms
2023-04-13 13:35:33,053 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:35:34,248 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:35:35,436 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:35:36,626 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:35:37,814 - job0 - wrk_cp_t | 4.78 ms
2023-04-13 13:35:38,982 - job0 - wrk_cp_t | 6.19 ms
2023-04-13 13:35:40,145 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:35:41,378 - job0 - wrk_cp_t | 6.46 ms
2023-04-13 13:35:42,547 - job0 - wrk_cp_t | 5.74 ms
2023-04-13 13:35:43,722 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:35:44,911 - job0 - wrk_cp_t | 5.23 ms
2023-04-13 13:35:46,096 - job0 - wrk_cp_t | 5.51 ms
2023-04-13 13:35:47,319 - job0 - wrk_cp_t | 5.36 ms
2023-04-13 13:35:48,518 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:35:49,700 - job0 - wrk_cp_t | 6.61 ms
2023-04-13 13:35:50,884 - job0 - wrk_cp_t | 6.74 ms
2023-04-13 13:35:52,074 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:35:53,263 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:35:54,490 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:35:55,646 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:35:56,845 - job0 - wrk_cp_t | 6.38 ms
2023-04-13 13:35:58,030 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:35:59,200 - job0 - wrk_cp_t | 5.05 ms
2023-04-13 13:36:00,410 - job0 - wrk_cp_t | 4.95 ms
2023-04-13 13:36:01,604 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:36:02,813 - job0 - wrk_cp_t | 6.38 ms
2023-04-13 13:36:03,994 - job0 - wrk_cp_t | 5.89 ms
2023-04-13 13:36:05,199 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:36:06,387 - job0 - wrk_cp_t | 4.90 ms
2023-04-13 13:36:07,572 - job0 - wrk_cp_t | 6.28 ms
2023-04-13 13:36:08,749 - job0 - wrk_cp_t | 5.18 ms
2023-04-13 13:36:09,952 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:36:11,132 - job0 - wrk_cp_t | 6.02 ms
