2023-04-13 13:31:49,281 - job0 - Model name: alexnet
2023-04-13 13:31:57,178 - job0 - wrk_cp_t | 1258.13 ms
2023-04-13 13:31:57,438 - job0 - wrk_cp_t | 5.32 ms
2023-04-13 13:31:57,753 - job0 - wrk_cp_t | 6.08 ms
2023-04-13 13:31:58,088 - job0 - wrk_cp_t | 5.85 ms
2023-04-13 13:31:58,296 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:31:58,510 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:31:58,750 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:31:58,975 - job0 - wrk_cp_t | 4.79 ms
2023-04-13 13:31:59,162 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:31:59,655 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:00,011 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:00,250 - job0 - wrk_cp_t | 5.67 ms
2023-04-13 13:32:00,460 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:32:00,852 - job0 - wrk_cp_t | 6.33 ms
2023-04-13 13:32:01,116 - job0 - wrk_cp_t | 5.97 ms
2023-04-13 13:32:01,432 - job0 - wrk_cp_t | 6.82 ms
2023-04-13 13:32:01,635 - job0 - wrk_cp_t | 5.11 ms
2023-04-13 13:32:02,016 - job0 - wrk_cp_t | 5.06 ms
2023-04-13 13:32:02,361 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:02,706 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:32:02,957 - job0 - wrk_cp_t | 4.85 ms
2023-04-13 13:32:03,119 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:03,404 - job0 - wrk_cp_t | 4.82 ms
2023-04-13 13:32:03,631 - job0 - wrk_cp_t | 5.65 ms
2023-04-13 13:32:03,859 - job0 - wrk_cp_t | 6.47 ms
2023-04-13 13:32:04,103 - job0 - wrk_cp_t | 6.94 ms
2023-04-13 13:32:04,366 - job0 - wrk_cp_t | 6.26 ms
2023-04-13 13:32:04,774 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:05,000 - job0 - wrk_cp_t | 6.43 ms
2023-04-13 13:32:05,359 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:32:05,560 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:05,803 - job0 - wrk_cp_t | 5.12 ms
2023-04-13 13:32:05,984 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:32:06,260 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:32:06,542 - job0 - wrk_cp_t | 5.13 ms
2023-04-13 13:32:06,802 - job0 - wrk_cp_t | 5.49 ms
2023-04-13 13:32:07,094 - job0 - wrk_cp_t | 6.74 ms
2023-04-13 13:32:07,305 - job0 - wrk_cp_t | 6.95 ms
2023-04-13 13:32:07,519 - job0 - wrk_cp_t | 4.97 ms
2023-04-13 13:32:07,860 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:08,025 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:32:08,272 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:08,611 - job0 - wrk_cp_t | 5.17 ms
2023-04-13 13:32:08,832 - job0 - wrk_cp_t | 6.39 ms
2023-04-13 13:32:09,108 - job0 - wrk_cp_t | 6.66 ms
2023-04-13 13:32:09,277 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:09,588 - job0 - wrk_cp_t | 7.27 ms
2023-04-13 13:32:09,844 - job0 - wrk_cp_t | 6.86 ms
2023-04-13 13:32:10,017 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:10,249 - job0 - wrk_cp_t | 5.29 ms
2023-04-13 13:32:10,434 - job0 - wrk_cp_t | 6.80 ms
2023-04-13 13:32:10,810 - job0 - wrk_cp_t | 7.09 ms
2023-04-13 13:32:11,012 - job0 - wrk_cp_t | 5.14 ms
2023-04-13 13:32:11,329 - job0 - wrk_cp_t | 6.35 ms
2023-04-13 13:32:11,570 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:32:11,857 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:12,124 - job0 - wrk_cp_t | 6.25 ms
2023-04-13 13:32:12,354 - job0 - wrk_cp_t | 5.17 ms
2023-04-13 13:32:12,568 - job0 - wrk_cp_t | 6.72 ms
2023-04-13 13:32:12,821 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:13,040 - job0 - wrk_cp_t | 6.33 ms
2023-04-13 13:32:13,245 - job0 - wrk_cp_t | 5.13 ms
2023-04-13 13:32:13,546 - job0 - wrk_cp_t | 5.88 ms
2023-04-13 13:32:13,744 - job0 - wrk_cp_t | 5.92 ms
2023-04-13 13:32:14,037 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:14,348 - job0 - wrk_cp_t | 4.89 ms
2023-04-13 13:32:14,702 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:32:14,898 - job0 - wrk_cp_t | 5.51 ms
2023-04-13 13:32:15,125 - job0 - wrk_cp_t | 5.11 ms
2023-04-13 13:32:15,381 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:15,595 - job0 - wrk_cp_t | 5.01 ms
2023-04-13 13:32:15,976 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:16,137 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:16,524 - job0 - wrk_cp_t | 6.59 ms
2023-04-13 13:32:16,933 - job0 - wrk_cp_t | 5.08 ms
2023-04-13 13:32:17,261 - job0 - wrk_cp_t | 6.52 ms
2023-04-13 13:32:17,523 - job0 - wrk_cp_t | 5.08 ms
2023-04-13 13:32:17,767 - job0 - wrk_cp_t | 5.17 ms
2023-04-13 13:32:17,978 - job0 - wrk_cp_t | 5.94 ms
2023-04-13 13:32:18,190 - job0 - wrk_cp_t | 7.78 ms
2023-04-13 13:32:18,549 - job0 - wrk_cp_t | 4.92 ms
