2023-04-13 13:31:40,211 - job0 - Model name: alexnet
2023-04-13 13:31:57,068 - job0 - wrk_cp_t | 1212.88 ms
2023-04-13 13:31:57,436 - job0 - wrk_cp_t | 5.37 ms
2023-04-13 13:31:57,754 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:31:58,089 - job0 - wrk_cp_t | 5.61 ms
2023-04-13 13:31:58,297 - job0 - wrk_cp_t | 5.10 ms
2023-04-13 13:31:58,510 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:31:58,718 - job0 - wrk_cp_t | 4.78 ms
2023-04-13 13:31:59,009 - job0 - wrk_cp_t | 6.90 ms
2023-04-13 13:31:59,293 - job0 - wrk_cp_t | 5.97 ms
2023-04-13 13:31:59,647 - job0 - wrk_cp_t | 4.81 ms
2023-04-13 13:32:00,010 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:00,251 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:00,457 - job0 - wrk_cp_t | 4.88 ms
2023-04-13 13:32:00,853 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:01,173 - job0 - wrk_cp_t | 4.80 ms
2023-04-13 13:32:01,440 - job0 - wrk_cp_t | 4.83 ms
2023-04-13 13:32:01,632 - job0 - wrk_cp_t | 5.69 ms
2023-04-13 13:32:01,962 - job0 - wrk_cp_t | 5.00 ms
2023-04-13 13:32:02,357 - job0 - wrk_cp_t | 5.06 ms
2023-04-13 13:32:02,553 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:32:02,886 - job0 - wrk_cp_t | 6.87 ms
2023-04-13 13:32:03,118 - job0 - wrk_cp_t | 4.96 ms
2023-04-13 13:32:03,401 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:03,663 - job0 - wrk_cp_t | 7.86 ms
2023-04-13 13:32:03,865 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:04,103 - job0 - wrk_cp_t | 5.03 ms
2023-04-13 13:32:04,359 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:04,707 - job0 - wrk_cp_t | 9.26 ms
2023-04-13 13:32:05,000 - job0 - wrk_cp_t | 6.77 ms
2023-04-13 13:32:05,358 - job0 - wrk_cp_t | 5.04 ms
2023-04-13 13:32:05,547 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:32:05,803 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:32:06,074 - job0 - wrk_cp_t | 5.63 ms
2023-04-13 13:32:06,345 - job0 - wrk_cp_t | 4.86 ms
2023-04-13 13:32:06,544 - job0 - wrk_cp_t | 4.84 ms
2023-04-13 13:32:06,808 - job0 - wrk_cp_t | 5.02 ms
2023-04-13 13:32:07,098 - job0 - wrk_cp_t | 4.94 ms
2023-04-13 13:32:07,306 - job0 - wrk_cp_t | 4.91 ms
2023-04-13 13:32:07,517 - job0 - wrk_cp_t | 4.92 ms
2023-04-13 13:32:07,864 - job0 - wrk_cp_t | 4.98 ms
2023-04-13 13:32:08,028 - job0 - wrk_cp_t | 5.27 ms
2023-04-13 13:32:08,275 - job0 - wrk_cp_t | 5.09 ms
2023-04-13 13:32:08,513 - job0 - wrk_cp_t | 4.93 ms
2023-04-13 13:32:08,748 - job0 - wrk_cp_t | 5.41 ms
2023-04-13 13:32:09,078 - job0 - wrk_cp_t | 5.08 ms
2023-04-13 13:32:09,292 - job0 - wrk_cp_t | 4.99 ms
2023-04-13 13:32:09,585 - job0 - wrk_cp_t | 4.87 ms
2023-04-13 13:32:09,841 - job0 - wrk_cp_t | 6.02 ms
2023-04-13 13:32:10,020 - job0 - wrk_cp_t | 4.78 ms
2023-04-13 13:32:10,248 - job0 - wrk_cp_t | 5.56 ms
2023-04-13 13:32:10,433 - job0 - wrk_cp_t | 5.68 ms
2023-04-13 13:32:10,821 - job0 - wrk_cp_t | 5.03 ms
